"","region","subtype","market","coveragetype","price","cluster"
"69013","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM",350,8
"28146","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",202.5,3
"33130","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",150,7
"91043","SOUTH","EL HY MRL","EDUCATION / RELIGION","GOLD",214,1
"42979","MID ATLANTIC","EL MR MED","EDUCATION / RELIGION","GOLD",530,5
"65657","NORTHEAST","EL TR GEARED","OFFICE","GOLD",375.11,6
"33176","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",390,5
"6446","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",454.9,2
"70397","NORTHEAST","EL MACHINE ROOMLESS","MIXED USE BUILDINGS","PLATINUM",386.43,8
"22828","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",849.48,9
"101920","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",250,4
"48373","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",165,4
"31819","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",442.87,8
"67891","NORTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",4651.06,9
"7458","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",350,8
"6485","CALIFORNIA","EL TR GEARED","OFFICE","GOLD",403,2
"6623","CALIFORNIA","EL HY HOLELESS W/ ROPE","PRIVATE RESIDENTIAL - PREMIUM","GOLD",0,7
"20438","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",190,4
"15018","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",330.81,2
"5209","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",964.19,9
"111188","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",201.18,8
"52295","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",160,4
"31409","FLORIDA","EL TR GEARED","OFFICE","GOLD",350,6
"12778","CENTRAL","EL HYDRAULIC","PARKING GARAGE","PLATINUM",300,8
"34340","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",540,2
"38347","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",275,5
"99476","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",140,1
"108627","SOUTHWEST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",809.77,9
"76883","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",205,7
"17597","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",372,2
"19210","FLORIDA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",485.16,3
"26675","FLORIDA","EL MR GEARED","HOSPITAL / HEALTHCARE","GOLD",281,6
"94610","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",145,1
"17152","CENTRAL","EL HY MRL","HOSPITAL / HEALTHCARE","PLATINUM",424.05,2
"98049","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",185,1
"17704","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",211.72,5
"84232","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",225,8
"113504","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",225,4
"8571","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",36.31,1
"9015","CALIFORNIA","EL TR GEARLESS","HOTEL / RESTAURANT","PLATINUM",1132,2
"35714","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",120,1
"111637","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",218.16,5
"38491","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",165,1
"95386","SOUTHEAST","EL TR GEARED","OFFICE","PLATINUM",125,2
"36490","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",215,5
"49510","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",215,5
"14677","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",390,2
"28825","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",225,3
"62270","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",250,5
"5866","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",115,7
"44187","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",165,1
"40682","MID ATLANTIC","EL TR GEARLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",200,3
"72386","PACIFIC NORTHWEST","EL TR GEARED","OFFICE","BRONZE",275,2
"1379","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",75,7
"106569","SOUTHWEST","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","GOLD",312.28,6
"20758","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",170,5
"1664","CALIFORNIA","EL HYDRAULIC","OFFICE","GOLD",195,4
"12850","CENTRAL","EL HYDRAULIC","INDUSTRIAL","GOLD",200,4
"87538","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",605,2
"21162","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",410,2
"70130","NORTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",985.71,9
"93471","SOUTHEAST","EL MR LOW","HOTEL / RESTAURANT","PLATINUM",180,1
"40972","MID ATLANTIC","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",312.5,3
"95579","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",125,1
"11896","CENTRAL","EL HY TWIN POST","EDUCATION / RELIGION","PLATINUM",245,5
"37786","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",250,5
"34599","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","BRONZE",220,5
"20270","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",190.61,4
"26796","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","GOLD",385,6
"14648","CENTRAL","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",26728.48,9
"108155","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",185,3
"11334","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",175,1
"53886","MIDWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",240,6
"45868","MIDWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",340,6
"16673","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",282.97,3
"66381","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",385,7
"39488","MID ATLANTIC","EL HYDRAULIC","OFFICE","PLATINUM",564.64,5
"732","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",336.59,5
"89562","SOUTH","EL HYDRAULIC","URBAN MOBILITY","GOLD",195,4
"86138","SOUTH","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",300,3
"3430","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",5209.8,8
"11670","CENTRAL","EL TR GEARED","OFFICE","GOLD",462.36,2
"2648","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",90,1
"103938","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,1
"10200","CENTRAL","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",400,9
"81730","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","MONITORING",325,8
"15377","CENTRAL","EL MR GEARED","PRIVATE RESIDENTIAL - PREMIUM","GOLD",362.5,6
"59022","MIDWEST","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",950,2
"76015","PACIFIC NORTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",451.02,2
"93597","SOUTHEAST","EL MR GEARLESS","OFFICE","PLATINUM",185,2
"73876","PACIFIC NORTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",1721.43,2
"108950","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",366,6
"31277","FLORIDA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",388,3
"20282","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",228.69,4
"63311","NORTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",245,7
"89789","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",138.74,1
"108729","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",230,6
"48409","MIDWEST","EL HYDRAULIC","OFFICE","PLATINUM",190,4
"7131","CALIFORNIA","EL DW GEARED","MIXED USE BUILDINGS","PLATINUM",498,8
"24398","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",435.53,1
"39025","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",379.88,8
"11426","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",295,3
"110047","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",160,7
"53681","MIDWEST","PL TR SCREW","HOTEL / RESTAURANT","PLATINUM PREMIERE",500,9
"97555","SOUTHEAST","EL TR GEARED","OFFICE","GOLD",195.39,4
"87020","SOUTH","EL TR GEARED","OFFICE","PLATINUM",36063.06,2
"104992","SOUTHWEST","EL HY MRL","HOSPITAL / HEALTHCARE","PLATINUM",155,6
"109306","SOUTHWEST","EL TR GEARLESS","HOTEL / RESTAURANT","PLATINUM PREMIERE",949.08,9
"59653","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",221.34,7
"39097","MID ATLANTIC","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",255,5
"79196","PACIFIC NORTHWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",425.68,6
"113177","SOUTHWEST","EL HY IN-GROUND","HOTEL / RESTAURANT","GOLD",220,6
"103117","SOUTHWEST","EL MACHINE ROOMLESS","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",550,9
"23398","FLORIDA","EL TR GEARLESS","HOTEL / RESTAURANT","GOLD",1597.94,3
"12855","CENTRAL","EL HYDRAULIC","INDUSTRIAL","GOLD",200,4
"7174","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",498,2
"77048","PACIFIC NORTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",8185.62,9
"60305","NORTHEAST","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","PLATINUM",280,8
"42242","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",268.15,5
"84869","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",599.03,2
"41402","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","GOLD",541.55,6
"77470","PACIFIC NORTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",5808.67,2
"14826","CENTRAL","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",237.38,5
"75721","PACIFIC NORTHWEST","EL HYDRAULIC","RAILWAY / BUS STATION","GOLD",725,8
"2190","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",183.3,7
"1982","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",200,7
"12193","CENTRAL","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","PLATINUM",175,5
"9377","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",525,8
"47010","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",160,4
"5727","CALIFORNIA","EL HYDRAULIC","OFFICE","GOLD",221.1,7
"62582","NORTHEAST","EL HYDRAULIC","OFFICE","BRONZE",110,4
"62275","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",610,9
"48855","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"90303","SOUTH","EL MR MED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",2169.16,3
"1687","CALIFORNIA","EL HY TWIN POST","ENTERTAINMENT / LEISURE","GOLD",165,7
"19878","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",301.95,3
"3147","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",13918.77,2
"7260","CALIFORNIA","EL MR HIGH","ENTERTAINMENT / LEISURE","PLATINUM",285,8
"41406","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","GOLD",541.55,6
"36791","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",550,2
"8612","CALIFORNIA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",36.31,6
"23093","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",245,3
"100402","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",110,1
"93743","SOUTHEAST","EL TR GEARED","OFFICE","PLATINUM",190,2
"35667","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",97,7
"100031","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",210,7
"77180","PACIFIC NORTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",296.26,9
"19269","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",211.53,7
"93257","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",145,1
"107420","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",145,4
"86662","SOUTH","EL MR HIGH","EDUCATION / RELIGION","GOLD",450,1
"29188","FLORIDA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",180,8
"11415","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",114.97,1
"60933","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",234,1
"18094","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",550,2
"7251","CALIFORNIA","EL MACHINE ROOMLESS","ENTERTAINMENT / LEISURE","PLATINUM",285,8
"72474","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",50,1
"14593","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",26728.48,2
"26539","FLORIDA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",282.51,6
"4030","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",268.42,7
"76421","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","SILVER",110,4
"17322","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",438.94,2
"67065","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",296.91,9
"101725","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",200,7
"88858","SOUTH","EL HY TWIN POST","PRIVATE RESIDENTIAL - COMFORT","GOLD",215,7
"82382","PACIFIC NORTHWEST","EL HY IN-GROUND","EDUCATION / RELIGION","GOLD",250,1
"738","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",336.59,5
"95871","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",41.2,1
"30336","FLORIDA","EL HY IN-GROUND","INDUSTRIAL","GOLD",290,6
"86650","SOUTH","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",240,7
"39147","MID ATLANTIC","EL MACHINE ROOMLESS","OFFICE","PLATINUM",390,2
"102836","SOUTHWEST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",269.89,6
"93762","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM",190,2
"12525","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",500,2
"22383","FLORIDA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",344.2,7
"57751","MIDWEST","EL HY MRL","INDUSTRIAL","BRONZE",175,4
"40555","MID ATLANTIC","EL MACHINE ROOMLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",144,3
"78897","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",94,1
"42998","MID ATLANTIC","EL DW GEARED","EDUCATION / RELIGION","GOLD",358.97,5
"25669","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",305.3,3
"19009","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",185.12,4
"18805","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",400,1
"73832","PACIFIC NORTHWEST","EL TR GEARED","OFFICE","PLATINUM",380,2
"75192","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","PLATINUM",272,8
"91082","SOUTH","EL TR GEARED","OFFICE","GOLD",189.41,2
"15292","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",25400,2
"101251","SOUTHEAST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",200.3,4
"14437","CENTRAL","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",525,8
"103398","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",660.69,3
"49409","MIDWEST","EL HY IN-GROUND","OFFICE","GOLD",265,4
"43868","MID ATLANTIC","EL TR GEARLESS","EDUCATION / RELIGION","GOLD",300,5
"3698","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",300,8
"81985","PACIFIC NORTHWEST","EL MR LOW","PRIVATE RESIDENTIAL - COMFORT","GOLD",235.1,7
"60276","NORTHEAST","EL TR GEARLESS","HOSPITAL / HEALTHCARE","GOLD",200,6
"102916","SOUTHWEST","INDUSTRIAL LIFT","INDUSTRIAL","BRONZE",4316.92,6
"55543","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",143,3
"110095","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",225,5
"48537","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",605.78,4
"47631","MIDWEST","EL MR GEARED","HOSPITAL / HEALTHCARE","GOLD",400,6
"104173","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",382.5,1
"44852","MIDWEST","EL HY IN-GROUND","OFFICE","PLATINUM PREMIERE",200,4
"94522","SOUTHEAST","EL MACHINE ROOMLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",432.92,3
"38028","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",183.36,5
"52982","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",110,5
"19984","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",281.65,3
"27528","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",368.76,3
"69815","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",290.2,3
"28722","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",299.45,5
"65556","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",239.39,1
"71162","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",359.84,1
"89813","SOUTH","EL TR GEARED","OFFICE","GOLD",497.75,2
"4360","CALIFORNIA","EL HYDRAULIC","OFFICE","GOLD",212.76,7
"66424","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",300,7
"5055","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",336.59,5
"61606","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",452.29,9
"45733","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",57003.69,2
"2034","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",170,7
"40712","MID ATLANTIC","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",150,5
"21914","FLORIDA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",508.4,3
"95927","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",41.2,1
"11906","CENTRAL","EL HY TELESCOPIC","RETAIL","GOLD",178,4
"41521","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",350,8
"7321","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",180,5
"489","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",147.4,7
"74782","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",210,7
"39852","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",175,5
"109274","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",137.67,6
"83034","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",350,3
"108257","SOUTHWEST","EL HY TWIN POST","ENTERTAINMENT / LEISURE","PLATINUM",160,5
"68169","NORTHEAST","EL TR GEARED","OFFICE","GOLD",750,9
"22222","FLORIDA","EL TR GEARLESS","OFFICE","PLATINUM",858.08,2
"61213","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","BRONZE",236,9
"76716","PACIFIC NORTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",66.88,8
"79929","PACIFIC NORTHWEST","EL HOMELIFT","EDUCATION / RELIGION","BRONZE",175,1
"27896","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - PREMIUM","GOLD",110,1
"66164","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM",270,5
"80821","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",566,8
"2089","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",127.42,5
"16542","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",195,4
"40644","MID ATLANTIC","EL TR GEARLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",200,3
"40765","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",250,5
"69226","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",500,7
"96592","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",135,1
"12933","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",226,5
"47316","MIDWEST","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",212.18,4
"109832","SOUTHWEST","EL TR GEARED","OFFICE","PLATINUM",814,2
"110643","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",185,4
"85232","SOUTH","EL HY TELESCOPIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",255.18,3
"73615","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",1100,8
"68137","NORTHEAST","EL MR GEARLESS","OFFICE","PLATINUM PREMIERE",2334.03,9
"27106","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",165,5
"21822","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",198.38,4
"97433","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",77,1
"85708","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",175,7
"70620","NORTHEAST","EL HYDRAULIC","OFFICE","GOLD",250,4
"7144","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",498,8
"57865","MIDWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",475,2
"38577","MID ATLANTIC","EL TR GEARED","OFFICE","GOLD",485,2
"44668","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",160,1
"81393","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",240.2,4
"106966","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",126.84,1
"46238","MIDWEST","EL HYDRAULIC","OFFICE","PLATINUM",225,4
"105223","SOUTHWEST","EL TR GEARED","PARKING GARAGE","PLATINUM",460,2
"46567","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",220,4
"111268","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",211.65,7
"31481","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",425,2
"17186","CENTRAL","EL HY IN-GROUND","MIXED USE BUILDINGS","BRONZE",100,7
"56848","MIDWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",141,6
"57396","MIDWEST","EL HY IN-GROUND","MIXED USE BUILDINGS","GOLD",130,4
"86233","SOUTH","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",186,5
"55003","MIDWEST","EL HYDRAULIC","OFFICE","BRONZE",60,4
"77981","PACIFIC NORTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","BRONZE",90,8
"99315","SOUTHEAST","EL HYDRAULIC","OFFICE","BRONZE",195,4
"15655","CENTRAL","EL MR MED","OFFICE","GOLD",450,4
"67566","NORTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",7158.44,9
"96510","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",180,4
"47012","MIDWEST","EL HY TWIN POST","EDUCATION / RELIGION","GOLD",220,4
"15819","CENTRAL","EL HY MRL","OFFICE","PLATINUM",525,2
"79252","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",81,1
"11255","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",165,4
"3825","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",244,7
"109613","SOUTHWEST","EL HYDRAULIC","RETAIL","PLATINUM",96,5
"91017","SOUTH","EL TR GEARED","OFFICE","PLATINUM",310,2
"100291","SOUTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",128.81,1
"95063","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",165,1
"13930","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",496.43,2
"95433","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",90,1
"65253","NORTHEAST","EL TR GEARED","HOTEL / RESTAURANT","GOLD",350,6
"102024","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",216.63,5
"629","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",188,7
"46370","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",225,4
"98869","SOUTHEAST","EL HY MRL","EDUCATION / RELIGION","GOLD",225,1
"80091","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",269.5,4
"31650","FLORIDA","EL HY IN-GROUND","OFFICE","GOLD",225,4
"4976","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",199.52,7
