"","region","subtype","market","coveragetype","price","cluster"
"47943","MIDWEST","EL HY TWIN POST","HOSPITAL / HEALTHCARE","BRONZE",95,4
"74108","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",186.22,5
"70194","NORTHEAST","EL HY MRL","AIRPORT","GOLD",350,6
"9897","CALIFORNIA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",700,8
"42114","MID ATLANTIC","EL MR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",400,5
"98868","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",192.88,8
"83941","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",140,5
"70223","NORTHEAST","EL MR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","GOLD",625,9
"53145","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",1855.15,4
"78825","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",225,7
"35073","MID ATLANTIC","EL HY TWIN POST","HOSPITAL / HEALTHCARE","GOLD",225,6
"49316","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",200,5
"100435","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",195,7
"100993","SOUTHEAST","EL HY MRL","OFFICE","GOLD",175,4
"5935","CALIFORNIA","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",325,8
"23065","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",583.63,2
"113420","SOUTHWEST","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","GOLD",231.56,6
"29552","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM",201,4
"21745","FLORIDA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",166.5,3
"99850","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",479,1
"90840","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",121.5,1
"112142","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",180,4
"66959","NORTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",652.69,9
"80490","PACIFIC NORTHWEST","EL HY TWIN POST","MIXED USE BUILDINGS","GOLD",244.34,7
"23764","FLORIDA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",292.67,3
"83659","SOUTH","EL HY MRL","RETAIL","GOLD",225,7
"95072","SOUTHEAST","EL MR MED","EDUCATION / RELIGION","PLATINUM PREMIERE",150,1
"7713","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",275,7
"87398","SOUTH","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",466,2
"80947","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",295,4
"16899","CENTRAL","EL TR GEARED","OFFICE","GOLD",187.5,4
"38989","MID ATLANTIC","EL MACHINE ROOMLESS","OFFICE","PLATINUM",405,2
"20213","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",218.03,4
"11794","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",155,4
"11051","CENTRAL","EL HYDRAULIC","INDUSTRIAL","GOLD",6293.36,7
"7266","CALIFORNIA","PL TR SCREW","MIXED USE BUILDINGS","PLATINUM",285,8
"77265","PACIFIC NORTHWEST","EL MR MED","OFFICE","PLATINUM",192,8
"39901","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",135,7
"95259","SOUTHEAST","EL HY MRL","ENTERTAINMENT / LEISURE","PLATINUM PREMIERE",250,3
"112821","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",202,4
"101395","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",200.3,1
"74042","PACIFIC NORTHWEST","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",320,3
"11146","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",115,1
"67865","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",925.74,9
"72780","PACIFIC NORTHWEST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",3246,9
"61255","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",433.33,3
"85258","SOUTH","PL TR SCREW","ENTERTAINMENT / LEISURE","GOLD",455.03,2
"68275","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",1450,9
"95767","SOUTHEAST","EL TR GEARED","OFFICE","PLATINUM",795.2,2
"48887","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"25661","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",305.3,3
"4184","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",131.8,5
"33167","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",215,5
"107828","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",200,4
"103183","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",125,1
"8864","CALIFORNIA","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","GOLD",561,7
"29661","FLORIDA","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",200,3
"5042","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",336.59,5
"82075","PACIFIC NORTHWEST","EL MACHINE ROOMLESS","OFFICE","PLATINUM",450,2
"84863","SOUTH","EL TR GEARED","OFFICE","PLATINUM",599.03,2
"13019","CENTRAL","EL TR GEARLESS","INDUSTRIAL","PLATINUM",417,2
"101410","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",200.3,1
"56898","MIDWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",230,7
"15297","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",25400,2
"26883","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",175,4
"89239","SOUTH","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",439.59,2
"25828","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",209.91,1
"74284","PACIFIC NORTHWEST","EL MACHINE ROOMLESS","MIXED USE BUILDINGS","PLATINUM",636.67,8
"300","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",158.65,7
"97297","SOUTHEAST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",229.91,7
"86365","SOUTH","EL HY TWIN POST","OFFICE","PLATINUM",900,2
"66320","NORTHEAST","EL HY IN-GROUND","OFFICE","GOLD",265,4
"27905","FLORIDA","EL HY MRL","ENTERTAINMENT / LEISURE","PLATINUM PREMIERE",250,3
"26591","FLORIDA","EL HY MRL","HOTEL / RESTAURANT","PLATINUM",225,5
"63392","NORTHEAST","EL MR LOW","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",550,9
"41931","MID ATLANTIC","EL HYDRAULIC","OFFICE","PLATINUM",225,5
"26804","FLORIDA","EL MACHINE ROOMLESS","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",300,3
"30865","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",148.24,4
"27304","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",389.53,3
"17046","CENTRAL","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",260,9
"50393","MIDWEST","EL HY IN-GROUND","PRIVATE RESIDENTIAL - COMFORT","GOLD",185,4
"80583","PACIFIC NORTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","GOLD",244.34,1
"86063","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",672.25,9
"37322","MID ATLANTIC","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",390,5
"78858","PACIFIC NORTHWEST","EL TR GEARLESS","OFFICE","PLATINUM",404.82,8
"87911","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",406,2
"52738","MIDWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",275,8
"97418","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",175,1
"36653","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","GOLD",433.1,6
"60864","NORTHEAST","EL HYDRAULIC","INDUSTRIAL","GOLD",236.86,7
"23786","FLORIDA","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",292.67,3
"34","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",208,7
"2050","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",127.42,5
"35477","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",174.76,5
"82859","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",435.3,2
"38259","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",426.46,2
"1907","CALIFORNIA","EL HYDRAULIC","OFFICE","GOLD",229.4,7
"11053","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",6293.36,4
"41824","MID ATLANTIC","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",215,5
"153","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",226.29,7
"87316","SOUTH","EL HL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",220.57,2
"98940","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",140,1
"113427","SOUTHWEST","EL HY HOLELESS W/ ROPE","HOTEL / RESTAURANT","PLATINUM PREMIERE",370,3
"29837","FLORIDA","EL HYDRAULIC","AIRPORT","GOLD",175,4
"67666","NORTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",926,9
"5977","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",80,7
"17238","CENTRAL","EL HY IN-GROUND","EDUCATION / RELIGION","GOLD",100.66,1
"51161","MIDWEST","EL HYDRAULIC","INDUSTRIAL","BRONZE",98.36,4
"57831","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",475,8
"94793","SOUTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",228.57,6
"46292","MIDWEST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",41390,9
"61258","NORTHEAST","EL MR LOW","EDUCATION / RELIGION","PLATINUM PREMIERE",433.33,9
"85693","SOUTH","EL HY MRL","HOTEL / RESTAURANT","PLATINUM PREMIERE",280,3
"78473","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",186.11,5
"36943","MID ATLANTIC","EL TR GEARED","OFFICE","PLATINUM PREMIERE",440,2
"72162","PACIFIC NORTHWEST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",450,8
"72223","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",143,1
"32295","MID ATLANTIC","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",350,3
"84478","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",478.69,2
"103279","SOUTHWEST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","PLATINUM PREMIERE",350,3
"32130","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",500,2
"84861","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",212.24,1
"54846","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",115,1
"67315","NORTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",1365.91,9
"82212","PACIFIC NORTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","BRONZE",296.14,8
"30030","FLORIDA","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",215,6
"90353","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",2169.16,9
"15479","CENTRAL","EL TR GEARLESS","OFFICE","PLATINUM",746.62,2
"107999","SOUTHWEST","EL HY TWIN POST","INDUSTRIAL","GOLD",196.5,6
"63456","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",430.83,6
"7891","CALIFORNIA","EL HYDRAULIC","OFFICE","PLATINUM",224.74,7
"74602","PACIFIC NORTHWEST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM",592,8
"1075","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",163.19,7
"6085","CALIFORNIA","EL HYDRAULIC","OFFICE","PLATINUM",115,4
"19634","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",272.85,3
"2712","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","BRONZE",1000,9
"39405","MID ATLANTIC","EL MR LOW","MIXED USE BUILDINGS","PLATINUM",422,8
"106369","SOUTHWEST","EL DW GEARED","OFFICE","BRONZE",125,4
"70330","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM",245,5
"65295","NORTHEAST","EL TR GEARED","OFFICE","GOLD",575,9
"34980","MID ATLANTIC","EL HY MRL","ENTERTAINMENT / LEISURE","GOLD",260,7
"79311","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",81,1
"67103","NORTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",1366,9
"111520","SOUTHWEST","EL MACHINE ROOMLESS","MIXED USE BUILDINGS","PLATINUM",345,8
"43506","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",220,5
"44144","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",107.63,1
"84494","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",208.5,7
"90868","SOUTH","EL TR GEARED","EDUCATION / RELIGION","GOLD",121.5,1
"16408","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",290,3
"57013","MIDWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",250,7
"63084","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",307.61,6
"37671","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",130,5
"107426","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",175,6
"6593","CALIFORNIA","EL HY HOLELESS W/ ROPE","PRIVATE RESIDENTIAL - COMFORT","GOLD",0,7
"3799","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","GOLD",510,7
"61400","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",650,9
"59360","NORTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",180,3
"52950","MIDWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",110,8
"22890","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",612.24,2
"102244","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",133,1
"12781","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",300,5
"112317","SOUTHWEST","EL HY TELESCOPIC","OFFICE","GOLD",255,6
"41458","MID ATLANTIC","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",175,4
"67388","NORTHEAST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",266.67,9
"62423","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",247,5
"10166","CENTRAL","EL HYDRAULIC","MIXED USE BUILDINGS","SILVER",100,7
"113267","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",590,6
"19126","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",215,3
"47957","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","BRONZE",95,4
"53998","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",140,4
"20429","FLORIDA","EL TR GEARED","OFFICE","GOLD",532.96,2
"39368","MID ATLANTIC","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",455,3
"60658","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",360.42,7
"45224","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",330,6
"23613","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM",301.26,3
"64897","NORTHEAST","EL HY TWIN POST","HOSPITAL / HEALTHCARE","GOLD",314.24,6
"93419","SOUTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",475,1
"46844","MIDWEST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",8865.83,9
"12174","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",90.05,6
"57645","MIDWEST","EL MR HIGH","MIXED USE BUILDINGS","PLATINUM PREMIERE",150,9
"26819","FLORIDA","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",154.49,3
"15759","CENTRAL","EL HY MRL","EDUCATION / RELIGION","GOLD",302.5,1
"73256","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",147.12,8
"67099","NORTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",1366,9
"7326","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",235,7
"94388","SOUTHEAST","EL TR GEARLESS","OFFICE","GOLD",460.75,4
"81761","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",253.45,8
"21292","FLORIDA","EL HY IN-GROUND","HOTEL / RESTAURANT","PLATINUM",318,3
"99385","SOUTHEAST","EL HY MRL","OFFICE","BRONZE",90,1
"9203","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",300,8
"87946","SOUTH","EL HY IN-GROUND","PARKING GARAGE","PLATINUM",290.11,2
"82650","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",195,7
"20744","FLORIDA","EL TR GEARED","OFFICE","PLATINUM PREMIERE",700,9
"32531","MID ATLANTIC","EL TR GEARED","INDUSTRIAL","PLATINUM",350,5
"93151","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM",725,2
"6912","CALIFORNIA","EL HY IN-GROUND","OFFICE","GOLD",225,7
"84488","SOUTH","EL HY IN-GROUND","EDUCATION / RELIGION","GOLD",208.5,1
"16136","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",3712,2
"100309","SOUTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",121.85,1
"2684","CALIFORNIA","EL DW GEARED","OFFICE","BRONZE",100,4
"68473","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",260,8
"30489","FLORIDA","EL HY IN-GROUND","OFFICE","GOLD",215,4
"10385","CENTRAL","EL TR GEARED","OFFICE","GOLD",340,6
"77547","PACIFIC NORTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",9446.51,2
"5848","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",300,7
"64721","NORTHEAST","EL HY IN-GROUND","OFFICE","GOLD",170,4
"108076","SOUTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","GOLD",330,6
"59449","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM",175,4
"86467","SOUTH","EL TR GEARED","MIXED USE BUILDINGS","GOLD",190,7
"107292","SOUTHWEST","EL HY TWIN POST","MIXED USE BUILDINGS","GOLD",237.92,7
"46861","MIDWEST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",8865.83,9
"29847","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",208,4
"73689","PACIFIC NORTHWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",477.76,9
"70083","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",339,7
"104046","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",239,4
"2943","CALIFORNIA","EL DW GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",463.64,9
"113238","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",590,3
"76225","PACIFIC NORTHWEST","EL MR HIGH","OFFICE","PLATINUM",643.72,2
"30548","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",205,4
"33549","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",285,8
"89205","SOUTH","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",534.35,2
"31780","FLORIDA","EL TR GEARED","OFFICE","GOLD",353.34,6
"45458","MIDWEST","EL MACHINE ROOMLESS","ENTERTAINMENT / LEISURE","GOLD",338.71,4
"109216","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",140.58,6
"19425","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",477.65,3
"98343","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",225,7
"95523","SOUTHEAST","EL MR BELTED","OFFICE","PLATINUM",336,2
"111858","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",175,7
"62259","NORTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",646.91,9
"83292","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",250,2
"4917","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",160.76,1
"35604","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",130.49,1
"67869","NORTHEAST","EL DW GEARED","PRIVATE RESIDENTIAL - COMFORT","BRONZE",250,9
"39591","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",180,7
"40161","MID ATLANTIC","EL HYDRAULIC","RETAIL","PLATINUM PREMIERE",185,5
"99911","SOUTHEAST","EL HYDRAULIC","INDUSTRIAL","GOLD",310.33,1
"82117","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",250,7
"15012","CENTRAL","EL HY IN-GROUND","OFFICE","PLATINUM",330.81,2
"62334","NORTHEAST","PL TR SCREW","EDUCATION / RELIGION","GOLD",176.42,1
"59444","NORTHEAST","EL TR GEARED","EDUCATION / RELIGION","GOLD",360,6
"14057","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",180,4
"92510","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",135,1
"52852","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",170,5
"109164","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",152.83,5
"83652","SOUTH","EL HYDRAULIC","OFFICE","GOLD",152,4
"84496","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",208.5,1
"19722","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","GOLD",833.59,6
"36071","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",130,1
"78348","PACIFIC NORTHWEST","EL HY IN-GROUND","EDUCATION / RELIGION","GOLD",52,1
"73638","PACIFIC NORTHWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",507.25,6
"460","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",200,7
"91800","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",112.37,1
"35995","MID ATLANTIC","EL HYDRAULIC","OFFICE","GOLD",125,4
"109665","SOUTHWEST","EL MR GEARLESS","OFFICE","GOLD",135,4
"86742","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",227.5,6
"98797","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",525,2
"108881","SOUTHWEST","EL TR GEARED","OFFICE","PLATINUM",321,2
"89687","SOUTH","EL HYDRAULIC","OFFICE","BRONZE",120,4
"106014","SOUTHWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",596,9
"96018","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",41.2,1
"71409","NORTHEAST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","GOLD",200,4
"86935","SOUTH","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",295.41,3
"26397","FLORIDA","EL HY IN-GROUND","OFFICE","PLATINUM",147,2
"60128","NORTHEAST","EL HYDRAULIC","OFFICE","GOLD",140,4
"106777","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",175,7
"106655","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",250,4
"5018","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",300,7
"46407","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",300,3
"43077","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",200,5
"8903","CALIFORNIA","EL MR HIGH","HOTEL / RESTAURANT","PLATINUM PREMIERE",500,9
"42181","MID ATLANTIC","EL HY HOLELESS W/O ROPE","OFFICE","GOLD",150,4
"88656","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",524.9,2
"75436","PACIFIC NORTHWEST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",405.83,2
"33744","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",257,5
"82858","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",435.3,2
"77026","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",8185.62,8
"72934","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",185,4
"67241","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",835.25,9
"84091","SOUTH","EL MR MED","OFFICE","PLATINUM",520,2
"29400","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM",125,4
"96502","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","GOLD",228,1
"42200","MID ATLANTIC","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",308,5
"108264","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",160,8
"11598","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",414.29,2
"25291","FLORIDA","PL TR SCREW","HOTEL / RESTAURANT","PLATINUM PREMIERE",761.49,3
"112886","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",227.9,6
"97374","SOUTHEAST","EL DW GEARED","MIXED USE BUILDINGS","BRONZE",200,7
"87251","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",32946.42,2
"108245","SOUTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","PLATINUM",250,5
"6608","CALIFORNIA","EL HY HOLELESS W/ ROPE","PRIVATE RESIDENTIAL - PREMIUM","GOLD",0,7
"112930","SOUTHWEST","EL TR GEARED","OFFICE","PLATINUM",525,2
"78721","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",151,1
